%_Annual_J-D__________________ L-OTI(^S^o^N^C) Change 1957-2017                  
%   i   j     lon     lat    array(i,j)
   6  77 -169.00   63.00        2.1123
   7  77 -167.00   63.00        2.0942
   8  77 -165.00   63.00        2.0402
   9  77 -163.00   63.00        2.0402
  10  77 -161.00   63.00        2.0155
  11  77 -159.00   63.00        2.0155
  12  77 -157.00   63.00        2.0145
  13  77 -155.00   63.00        2.0142
  14  77 -153.00   63.00        2.0080
  15  77 -151.00   63.00        2.0019
  16  77 -149.00   63.00        2.0010
  17  77 -147.00   63.00        1.9985
  18  77 -145.00   63.00        1.9985
  19  77 -143.00   63.00        2.0027
  20  77 -141.00   63.00        2.0027
  21  77 -139.00   63.00        2.0076
  22  77 -137.00   63.00        2.0093
  23  77 -135.00   63.00        2.0213
  24  77 -133.00   63.00        2.0334
  25  77 -131.00   63.00        2.0471
  26  77 -129.00   63.00        2.0883
  27  77 -127.00   63.00        2.0883
  28  77 -125.00   63.00        2.1816
  29  77 -123.00   63.00        2.1816
  30  77 -121.00   63.00        2.2652
  31  77 -119.00   63.00        2.2931
  32  77 -117.00   63.00        2.3420
  33  77 -115.00   63.00        2.3909
  34  77 -113.00   63.00        2.3963
  35  77 -111.00   63.00        2.4126
  36  77 -109.00   63.00        2.4126
  37  77 -107.00   63.00        2.4315
  38  77 -105.00   63.00        2.4315
  39  77 -103.00   63.00        2.4601
  40  77 -101.00   63.00        2.4696
  41  77  -99.00   63.00        2.4725
  42  77  -97.00   63.00        2.4754
  43  77  -95.00   63.00        2.4547
  44  77  -93.00   63.00        2.3926
  45  77  -91.00   63.00        2.3926
  46  77  -89.00   63.00        2.2272
  47  77  -87.00   63.00        2.2272
  48  77  -85.00   63.00        2.0488
  49  77  -83.00   63.00        1.9894
  50  77  -81.00   63.00        1.8745
  51  77  -79.00   63.00        1.7597
  52  77  -77.00   63.00        1.7001
  53  77  -75.00   63.00        1.5214
  54  77  -73.00   63.00        1.5214
  55  77  -71.00   63.00        1.3184
  56  77  -69.00   63.00        1.3184
  57  77  -67.00   63.00        1.2174
  58  77  -65.00   63.00        1.1838
  59  77  -63.00   63.00        1.1290
  60  77  -61.00   63.00        1.0742
  61  77  -59.00   63.00        1.0601
  62  77  -57.00   63.00        1.0181
  63  77  -55.00   63.00        1.0181
  64  77  -53.00   63.00        1.0261
  65  77  -51.00   63.00        1.0261
  66  77  -49.00   63.00        1.0574
  67  77  -47.00   63.00        1.0679
  68  77  -45.00   63.00        1.1118
  69  77  -43.00   63.00        1.1557
  70  77  -41.00   63.00        1.1809
  71  77  -39.00   63.00        1.2565
  72  77  -37.00   63.00        1.2565
  73  77  -35.00   63.00        1.3329
  74  77  -33.00   63.00        1.3329
  75  77  -31.00   63.00        0.4644
  76  77  -29.00   63.00        0.1748
  77  77  -27.00   63.00        0.1899
  78  77  -25.00   63.00        0.2049
  79  77  -23.00   63.00        0.5067
  80  77  -21.00   63.00        1.4119
  81  77  -19.00   63.00        1.4119
  82  77  -17.00   63.00        0.4233
  83  77  -15.00   63.00        0.4233
  84  77  -13.00   63.00        0.5325
  85  77  -11.00   63.00        0.5689
  86  77   -9.00   63.00        1.0390
  87  77   -7.00   63.00        1.5091
  88  77   -5.00   63.00        1.2878
  89  77   -3.00   63.00        0.6240
  90  77   -1.00   63.00        0.6240
  91  77    1.00   63.00        0.8184
  92  77    3.00   63.00        0.8184
  93  77    5.00   63.00        1.6077
  94  77    7.00   63.00        1.8708
  95  77    9.00   63.00        1.9048
  96  77   11.00   63.00        1.9388
  97  77   13.00   63.00        1.9507
  98  77   15.00   63.00        1.9864
  99  77   17.00   63.00        1.9864
 100  77   19.00   63.00        2.0246
 101  77   21.00   63.00        2.0246
 102  77   23.00   63.00        2.0500
 103  77   25.00   63.00        2.0585
 104  77   27.00   63.00        2.0712
 105  77   29.00   63.00        2.0839
 106  77   31.00   63.00        2.0867
 107  77   33.00   63.00        2.0949
 108  77   35.00   63.00        2.0949
 109  77   37.00   63.00        2.0967
 110  77   39.00   63.00        2.0967
 111  77   41.00   63.00        2.0851
 112  77   43.00   63.00        2.0813
 113  77   45.00   63.00        2.0655
 114  77   47.00   63.00        2.0498
 115  77   49.00   63.00        2.0434
 116  77   51.00   63.00        2.0243
 117  77   53.00   63.00        2.0243
 118  77   55.00   63.00        2.0237
 119  77   57.00   63.00        2.0237
 120  77   59.00   63.00        2.0325
 121  77   61.00   63.00        2.0355
 122  77   63.00   63.00        2.0466
 123  77   65.00   63.00        2.0578
 124  77   67.00   63.00        2.0677
 125  77   69.00   63.00        2.0975
 126  77   71.00   63.00        2.0975
 127  77   73.00   63.00        2.1456
 128  77   75.00   63.00        2.1456
 129  77   77.00   63.00        2.1757
 130  77   79.00   63.00        2.1857
 131  77   81.00   63.00        2.1993
 132  77   83.00   63.00        2.2130
 133  77   85.00   63.00        2.2146
 134  77   87.00   63.00        2.2193
 135  77   89.00   63.00        2.2193
 136  77   91.00   63.00        2.2078
 137  77   93.00   63.00        2.2078
 138  77   95.00   63.00        2.1894
 139  77   97.00   63.00        2.1832
 140  77   99.00   63.00        2.1735
 141  77  101.00   63.00        2.1639
 142  77  103.00   63.00        2.1592
 143  77  105.00   63.00        2.1451
 144  77  107.00   63.00        2.1451
 145  77  109.00   63.00        2.1358
 146  77  111.00   63.00        2.1358
 147  77  113.00   63.00        2.1488
 148  77  115.00   63.00        2.1532
 149  77  117.00   63.00        2.1658
 150  77  119.00   63.00        2.1785
 151  77  121.00   63.00        2.1894
 152  77  123.00   63.00        2.2222
 153  77  125.00   63.00        2.2222
 154  77  127.00   63.00        2.2706
 155  77  129.00   63.00        2.2706
 156  77  131.00   63.00        2.3188
 157  77  133.00   63.00        2.3349
 158  77  135.00   63.00        2.3627
 159  77  137.00   63.00        2.3905
 160  77  139.00   63.00        2.4043
 161  77  141.00   63.00        2.4457
 162  77  143.00   63.00        2.4457
 163  77  145.00   63.00        2.4771
 164  77  147.00   63.00        2.4771
 165  77  149.00   63.00        2.4560
 166  77  151.00   63.00        2.4490
 167  77  153.00   63.00        2.4120
 168  77  155.00   63.00        2.3751
 169  77  157.00   63.00        2.3578
 170  77  159.00   63.00        2.3061
 171  77  161.00   63.00        2.3061
 172  77  163.00   63.00        2.2505
 173  77  165.00   63.00        2.2505
 174  77  167.00   63.00        2.2242
 175  77  169.00   63.00        2.2154
 176  77  171.00   63.00        2.2131
 177  77  173.00   63.00        2.2107
 178  77  175.00   63.00        2.2132
 179  77  177.00   63.00        2.2208
 180  77  179.00   63.00        2.2208
   1  78 -179.00   65.00        2.3144
   2  78 -177.00   65.00        2.3144
   3  78 -175.00   65.00        2.3113
   4  78 -173.00   65.00        2.3103
   5  78 -171.00   65.00        2.2295
   6  78 -169.00   65.00        2.1487
   7  78 -167.00   65.00        2.1460
   8  78 -165.00   65.00        2.1378
   9  78 -163.00   65.00        2.1378
  10  78 -161.00   65.00        2.0810
  11  78 -159.00   65.00        2.0810
  12  78 -157.00   65.00        2.0809
  13  78 -155.00   65.00        2.0808
  14  78 -153.00   65.00        2.0841
  15  78 -151.00   65.00        2.0875
  16  78 -149.00   65.00        2.0873
  17  78 -147.00   65.00        2.0869
  18  78 -145.00   65.00        2.0869
  19  78 -143.00   65.00        2.1232
  20  78 -141.00   65.00        2.1232
  21  78 -139.00   65.00        2.1240
  22  78 -137.00   65.00        2.1242
  23  78 -135.00   65.00        2.1832
  24  78 -133.00   65.00        2.2422
  25  78 -131.00   65.00        2.2442
  26  78 -129.00   65.00        2.2505
  27  78 -127.00   65.00        2.2505
  28  78 -125.00   65.00        2.4830
  29  78 -123.00   65.00        2.4830
  30  78 -121.00   65.00        2.4956
  31  78 -119.00   65.00        2.4998
  32  78 -117.00   65.00        2.5642
  33  78 -115.00   65.00        2.6285
  34  78 -113.00   65.00        2.6294
  35  78 -111.00   65.00        2.6318
  36  78 -109.00   65.00        2.6318
  37  78 -107.00   65.00        2.5690
  38  78 -105.00   65.00        2.5690
  39  78 -103.00   65.00        2.5733
  40  78 -101.00   65.00        2.5747
  41  78  -99.00   65.00        2.5240
  42  78  -97.00   65.00        2.4733
  43  78  -95.00   65.00        2.4702
  44  78  -93.00   65.00        2.4608
  45  78  -91.00   65.00        2.4608
  46  78  -89.00   65.00        2.1335
  47  78  -87.00   65.00        2.1335
  48  78  -85.00   65.00        2.1065
  49  78  -83.00   65.00        2.0975
  50  78  -81.00   65.00        1.9009
  51  78  -79.00   65.00        1.7042
  52  78  -77.00   65.00        1.6952
  53  78  -75.00   65.00        1.6682
  54  78  -73.00   65.00        1.6682
  55  78  -71.00   65.00        1.2957
  56  78  -69.00   65.00        1.2957
  57  78  -67.00   65.00        1.2804
  58  78  -65.00   65.00        1.2753
  59  78  -63.00   65.00        1.1865
  60  78  -61.00   65.00        1.0976
  61  78  -59.00   65.00        1.0955
  62  78  -57.00   65.00        1.0891
  63  78  -55.00   65.00        1.0891
  64  78  -53.00   65.00        1.0757
  65  78  -51.00   65.00        1.0757
  66  78  -49.00   65.00        1.0805
  67  78  -47.00   65.00        1.0820
  68  78  -45.00   65.00        1.1623
  69  78  -43.00   65.00        1.2425
  70  78  -41.00   65.00        1.2463
  71  78  -39.00   65.00        1.2578
  72  78  -37.00   65.00        1.2578
  73  78  -35.00   65.00        0.7336
  74  78  -33.00   65.00        0.7336
  75  78  -31.00   65.00        0.6023
  76  78  -29.00   65.00        0.5585
  77  78  -27.00   65.00        0.9433
  78  78  -25.00   65.00        1.3281
  79  78  -23.00   65.00        1.3737
  80  78  -21.00   65.00        1.5105
  81  78  -19.00   65.00        1.5105
  82  78  -17.00   65.00        1.1256
  83  78  -15.00   65.00        1.1256
  84  78  -13.00   65.00        1.1421
  85  78  -11.00   65.00        1.1476
  86  78   -9.00   65.00        0.9648
  87  78   -7.00   65.00        0.7820
  88  78   -5.00   65.00        0.7485
  89  78   -3.00   65.00        0.6482
  90  78   -1.00   65.00        0.6482
  91  78    1.00   65.00        0.9058
  92  78    3.00   65.00        0.9058
  93  78    5.00   65.00        1.0251
  94  78    7.00   65.00        1.0649
  95  78    9.00   65.00        1.5152
  96  78   11.00   65.00        1.9656
  97  78   13.00   65.00        1.9674
  98  78   15.00   65.00        1.9728
  99  78   17.00   65.00        1.9728
 100  78   19.00   65.00        2.0320
 101  78   21.00   65.00        2.0320
 102  78   23.00   65.00        2.0358
 103  78   25.00   65.00        2.0371
 104  78   27.00   65.00        2.0537
 105  78   29.00   65.00        2.0703
 106  78   31.00   65.00        2.0707
 107  78   33.00   65.00        2.0720
 108  78   35.00   65.00        2.0720
 109  78   37.00   65.00        2.0863
 110  78   39.00   65.00        2.0863
 111  78   41.00   65.00        2.0845
 112  78   43.00   65.00        2.0840
 113  78   45.00   65.00        2.0834
 114  78   47.00   65.00        2.0828
 115  78   49.00   65.00        2.0819
 116  78   51.00   65.00        2.0790
 117  78   53.00   65.00        2.0790
 118  78   55.00   65.00        2.1338
 119  78   57.00   65.00        2.1338
 120  78   59.00   65.00        2.1351
 121  78   61.00   65.00        2.1356
 122  78   63.00   65.00        2.1881
 123  78   65.00   65.00        2.2406
 124  78   67.00   65.00        2.2421
 125  78   69.00   65.00        2.2466
 126  78   71.00   65.00        2.2466
 127  78   73.00   65.00        2.3503
 128  78   75.00   65.00        2.3503
 129  78   77.00   65.00        2.3549
 130  78   79.00   65.00        2.3564
 131  78   81.00   65.00        2.3729
 132  78   83.00   65.00        2.3895
 133  78   85.00   65.00        2.3897
 134  78   87.00   65.00        2.3904
 135  78   89.00   65.00        2.3904
 136  78   91.00   65.00        2.3401
 137  78   93.00   65.00        2.3401
 138  78   95.00   65.00        2.3373
 139  78   97.00   65.00        2.3364
 140  78   99.00   65.00        2.3000
 141  78  101.00   65.00        2.2637
 142  78  103.00   65.00        2.2629
 143  78  105.00   65.00        2.2608
 144  78  107.00   65.00        2.2608
 145  78  109.00   65.00        2.2112
 146  78  111.00   65.00        2.2112
 147  78  113.00   65.00        2.2132
 148  78  115.00   65.00        2.2139
 149  78  117.00   65.00        2.2306
 150  78  119.00   65.00        2.2473
 151  78  121.00   65.00        2.2489
 152  78  123.00   65.00        2.2539
 153  78  125.00   65.00        2.2539
 154  78  127.00   65.00        2.3426
 155  78  129.00   65.00        2.3426
 156  78  131.00   65.00        2.3499
 157  78  133.00   65.00        2.3524
 158  78  135.00   65.00        2.4138
 159  78  137.00   65.00        2.4753
 160  78  139.00   65.00        2.4774
 161  78  141.00   65.00        2.4837
 162  78  143.00   65.00        2.4837
 163  78  145.00   65.00        2.5441
 164  78  147.00   65.00        2.5441
 165  78  149.00   65.00        2.5410
 166  78  151.00   65.00        2.5399
 167  78  153.00   65.00        2.5058
 168  78  155.00   65.00        2.4716
 169  78  157.00   65.00        2.4690
 170  78  159.00   65.00        2.4612
 171  78  161.00   65.00        2.4612
 172  78  163.00   65.00        2.3829
 173  78  165.00   65.00        2.3829
 174  78  167.00   65.00        2.3790
 175  78  169.00   65.00        2.3776
 176  78  171.00   65.00        2.3614
 177  78  173.00   65.00        2.3451
 178  78  175.00   65.00        2.3455
 179  78  177.00   65.00        2.3467
 180  78  179.00   65.00        2.3467
   1  79 -179.00   67.00        2.4221
   2  79 -177.00   67.00        2.4221
   3  79 -175.00   67.00        2.4221
   4  79 -173.00   67.00        2.4221
   5  79 -171.00   67.00        2.3352
   6  79 -169.00   67.00        2.2482
   7  79 -167.00   67.00        2.2482
   8  79 -165.00   67.00        2.2482
   9  79 -163.00   67.00        2.2482
  10  79 -161.00   67.00        2.1687
  11  79 -159.00   67.00        2.1687
  12  79 -157.00   67.00        2.1687
  13  79 -155.00   67.00        2.1687
  14  79 -153.00   67.00        2.1775
  15  79 -151.00   67.00        2.1863
  16  79 -149.00   67.00        2.1863
  17  79 -147.00   67.00        2.1863
  18  79 -145.00   67.00        2.1863
  19  79 -143.00   67.00        2.2594
  20  79 -141.00   67.00        2.2594
  21  79 -139.00   67.00        2.2594
  22  79 -137.00   67.00        2.2594
  23  79 -135.00   67.00        2.3490
  24  79 -133.00   67.00        2.4386
  25  79 -131.00   67.00        2.4386
  26  79 -129.00   67.00        2.4386
  27  79 -127.00   67.00        2.4386
  28  79 -125.00   67.00        2.7053
  29  79 -123.00   67.00        2.7053
  30  79 -121.00   67.00        2.7053
  31  79 -119.00   67.00        2.7053
  32  79 -117.00   67.00        2.7348
  33  79 -115.00   67.00        2.7642
  34  79 -113.00   67.00        2.7642
  35  79 -111.00   67.00        2.7642
  36  79 -109.00   67.00        2.7642
  37  79 -107.00   67.00        2.6353
  38  79 -105.00   67.00        2.6353
  39  79 -103.00   67.00        2.6353
  40  79 -101.00   67.00        2.6353
  41  79  -99.00   67.00        2.5612
  42  79  -97.00   67.00        2.4871
  43  79  -95.00   67.00        2.4871
  44  79  -93.00   67.00        2.4871
  45  79  -91.00   67.00        2.4871
